id,benefits,resources,mhd,coworker_chat,support_options,age,sex,race
3084,No,No,Don't know,No,,30.0,Male,White
3085,Don't know,No,Don't know,No,,27.0,Male,
3086,Yes,Don't know,No,No,,41.0,Female,White
3087,Don't know,No,Don't know,No,,41.0,Male,White
3088,Yes,Don't know,No,No,,39.0,Male,White
3089,Yes,Don't know,Yes,No,,42.0,Male,White
3090,Yes,No,Yes,Yes,,28.0,Female,White
3091,No,No,Yes,No,,29.0,Male,White
3092,Don't know,Don't know,Don't know,Don't know,,41.0,Male,
3093,Yes,Don't know,No,Yes,,46.0,Male,White
3094,Yes,No,No,Yes,,38.0,Male,
3095,Yes,Yes,Don't know,No,,34.0,Male,
3096,Yes,No,Yes,No,,28.0,Male,
3097,No,No,Yes,Yes,,28.0,Female,
3098,Yes,No,No,Yes,,38.0,Male,
3099,Yes,No,Yes,Yes,,33.0,Male,Others
3100,Yes,No,Don't know,No,,38.0,Female,White
3101,Don't know,Don't know,Yes,No,,48.0,Male,White
3102,No,No,No,No,,44.0,Female,
3103,Yes,Yes,Don't know,Yes,,34.0,Male,White
3104,No,No,Yes,No,,29.0,Female,White
3105,No,Yes,Yes,No,,39.0,Male,
3106,Don't know,Don't know,Don't know,No,,41.0,Male,
3107,Yes,Yes,No,Yes,,33.0,Male,White
3108,Don't know,Don't know,No,Don't know,,31.0,Male,
3109,Yes,Yes,Don't know,No,,44.0,Male,
3110,Don't know,No,Yes,No,,33.0,Female,
3111,Don't know,Don't know,Don't know,No,,26.0,Others,
3112,Don't know,No,No,Don't know,,28.0,Male,
3113,Yes,No,Don't know,Yes,,32.0,Female,White
3114,Yes,Yes,No,Yes,,35.0,Female,
3115,Don't know,Yes,No,Yes,,40.0,Male,
3116,Don't know,Don't know,Yes,No,,30.0,Male,White
3117,Don't know,Don't know,Don't know,No,,34.0,Male,Others
3118,Don't know,Don't know,No,No,,21.0,Male,White
3119,Yes,Don't know,Yes,Yes,,37.0,Male,
3120,Don't know,Don't know,No,Don't know,,27.0,Male,
3121,Don't know,Don't know,No,Don't know,,37.0,Male,White
3122,Yes,Yes,Yes,No,,33.0,Male,
3123,Yes,Yes,Don't know,Yes,,28.0,Male,Others
3124,Yes,Yes,Don't know,Yes,,41.0,Male,White
3125,No,No,No,Yes,,34.0,Male,
3126,Don't know,Don't know,No,Don't know,,37.0,Male,
3127,Yes,Yes,Yes,No,,28.0,Male,White
3128,No,No,Don't know,Don't know,,52.0,Male,
3129,Don't know,Don't know,No,No,,39.0,Male,
3130,Yes,No,Don't know,No,,45.0,Male,White
3131,Don't know,Don't know,No,Don't know,,50.0,Male,
3132,Don't know,No,Don't know,No,,27.0,Male,
3133,Yes,Yes,Yes,No,,31.0,Female,White
3134,Don't know,No,Don't know,No,,44.0,Male,
3135,Yes,Don't know,No,Yes,,31.0,Male,
3136,No,No,Don't know,No,,23.0,Others,
3137,Yes,Yes,Yes,Yes,,23.0,Male,White
3138,Don't know,Don't know,No,Yes,,38.0,Male,
3139,Don't know,Don't know,Don't know,No,,37.0,Male,White
3140,Yes,No,No,Yes,,33.0,Male,
3141,Don't know,Don't know,Yes,Don't know,,34.0,Male,Asian
3142,Yes,Don't know,Don't know,No,,47.0,Male,White
3143,Don't know,Don't know,Don't know,No,,29.0,Female,White
3144,Yes,Yes,No,No,,38.0,Male,White
3145,Don't know,No,Don't know,No,,29.0,Male,
3146,Don't know,No,Yes,Yes,,37.0,Male,White
3147,Don't know,Don't know,Yes,Don't know,,39.0,Male,
3148,Yes,Yes,Yes,Yes,,29.0,Female,White
3149,Don't know,Don't know,Yes,Don't know,,57.0,Female,
3150,Don't know,Don't know,Yes,No,,27.0,Female,White
3151,Don't know,No,No,No,,38.0,Female,White
3152,Don't know,Don't know,No,Don't know,,39.0,Male,
3153,Yes,Yes,Yes,Yes,,29.0,Male,
3154,No,No,Yes,No,,24.0,Male,
3155,No,No,Yes,Yes,,30.0,Female,
3156,Yes,Yes,Don't know,No,,32.0,Male,White
3157,Yes,Don't know,Yes,Yes,,37.0,Male,White
3158,No,No,No,No,,34.0,Male,
3159,Yes,Yes,No,Yes,,52.0,Male,White
3160,Yes,Don't know,Yes,No,,36.0,Male,White
3161,Yes,Don't know,Yes,No,,52.0,Male,White
3162,Yes,No,No,Yes,,49.0,Female,Asian
3163,Yes,Yes,Yes,No,,30.0,Male,White
3164,Don't know,No,Yes,No,,41.0,Male,
3165,Don't know,Don't know,Don't know,No,,29.0,Male,
3166,Yes,Yes,Yes,No,,37.0,Others,Others
3167,Yes,Yes,Yes,Yes,,29.0,Female,White
3168,Yes,Yes,Yes,Yes,,39.0,Female,Others
3169,Yes,Yes,Yes,Yes,,30.0,Female,White
3170,Yes,No,Yes,Yes,,23.0,Female,White
3171,Yes,Yes,Don't know,Yes,,29.0,Female,White
3172,Yes,Don't know,Yes,No,,38.0,Male,White
3173,Yes,No,Yes,No,,41.0,Female,White
3174,Yes,Yes,No,Yes,,47.0,Male,White
3175,Yes,No,Yes,Yes,,56.0,Female,White
3176,Don't know,Don't know,Don't know,No,,22.0,Male,White
3177,Yes,Yes,Yes,Yes,,32.0,Female,White
3178,Don't know,No,Yes,No,,30.0,Female,White
3179,Yes,No,Yes,No,,31.0,Others,White
3180,Yes,Yes,Yes,Yes,,36.0,Male,White
3181,Yes,Don't know,Yes,Yes,,32.0,Male,White
3182,Yes,No,Yes,Yes,,37.0,Female,White
3183,Don't know,No,Don't know,No,,29.0,Male,White
3184,Yes,No,Yes,No,,31.0,Female,Others
3185,Yes,Yes,Yes,Yes,,39.0,Male,White
3186,Don't know,Yes,Don't know,No,,36.0,Male,
3187,Don't know,Don't know,Yes,Don't know,,27.0,Others,White
3188,Don't know,Don't know,No,No,,38.0,Male,
3189,Don't know,Don't know,Yes,Don't know,,37.0,Male,White
3190,Yes,Yes,No,Yes,,33.0,Female,White
3191,No,No,Don't know,Yes,,38.0,Male,
3192,Yes,Don't know,Don't know,Yes,,36.0,Female,White
3193,No,No,No,Yes,,30.0,Female,White
3194,Yes,Yes,Yes,Yes,,38.0,Male,White
3195,No,No,Yes,No,,35.0,Female,
3196,Yes,No,Yes,No,,26.0,Male,White
3197,Don't know,Yes,Don't know,Yes,,25.0,Male,
3198,Don't know,Yes,No,No,,40.0,Male,White
3199,Yes,No,No,Yes,,31.0,Male,
3200,Yes,Don't know,Don't know,Yes,,49.0,Male,White
3201,Don't know,No,Don't know,No,,30.0,Male,
3202,Don't know,Don't know,Don't know,No,,35.0,Male,Others
3203,Yes,No,Yes,Yes,,46.0,Male,White
3204,Don't know,Don't know,Don't know,No,,29.0,Female,White
3205,Yes,No,Yes,Yes,,22.0,Male,White
3206,Yes,Yes,Yes,Yes,,50.0,Female,White
3207,Don't know,Don't know,Don't know,No,,39.0,Male,
3208,No,Yes,Yes,No,,40.0,Male,
3209,Yes,Yes,No,Yes,,31.0,Male,White
3210,Don't know,Don't know,Yes,Don't know,,38.0,Male,White
3211,Yes,Don't know,Yes,No,,45.0,Male,White
3212,Yes,Yes,Yes,Yes,,31.0,Female,White
3213,Yes,Yes,Don't know,No,,25.0,Female,
3214,Don't know,No,Yes,No,,28.0,Female,White
3215,Yes,Yes,Don't know,No,,37.0,Male,
3216,No,No,Don't know,No,,54.0,Male,Others
3217,Yes,Yes,Yes,No,,45.0,Female,White
3218,Yes,No,Yes,No,,36.0,Male,White
3219,Yes,Yes,Yes,Yes,,34.0,Female,White
3220,Yes,Yes,No,No,,28.0,Male,White
3221,Yes,Yes,Don't know,Yes,,32.0,Male,White
3222,Don't know,Don't know,No,Don't know,,40.0,Male,
3223,Don't know,Yes,Yes,No,,52.0,Female,White
3224,Don't know,No,Don't know,No,,33.0,Male,White
3225,Yes,Don't know,Yes,Yes,,41.0,Female,Others
3226,Yes,Yes,No,Yes,,25.0,Female,White
3227,Don't know,Don't know,Yes,Don't know,,33.0,Others,
3228,Yes,No,No,Yes,,36.0,Others,White
3229,Don't know,Don't know,Yes,Don't know,,40.0,Male,
3230,Yes,No,No,No,,23.0,Female,White
3231,No,No,No,Yes,,37.0,Male,
3232,Yes,Yes,Don't know,No,,42.0,Male,White
3233,Don't know,No,Yes,Yes,,35.0,Female,White
3234,Yes,Don't know,Don't know,No,,32.0,Female,White
3235,Don't know,Don't know,Don't know,Yes,,23.0,Male,White
3236,Yes,Don't know,Yes,Yes,,35.0,Female,White
3237,Yes,Yes,Yes,No,,34.0,Female,White
3238,Don't know,Don't know,Don't know,No,,24.0,Female,White
3239,Yes,Yes,Yes,Yes,,38.0,Male,White
3240,No,No,Yes,Yes,,42.0,Male,
3241,Yes,Yes,Don't know,No,,23.0,Female,White
3242,Yes,Yes,Don't know,Yes,,39.0,Others,White
3243,Yes,Yes,Yes,No,,30.0,Male,White
3244,Yes,Yes,Don't know,Yes,,35.0,Female,White
3245,Yes,Yes,Yes,No,,29.0,Female,White
3246,Yes,No,No,Yes,,24.0,Female,White
3247,Yes,Don't know,Don't know,No,,35.0,Male,White
3248,Yes,No,Don't know,No,,30.0,Male,White
3249,Don't know,No,No,No,,28.0,Female,Asian
3250,Yes,Don't know,Yes,Yes,,32.0,Female,White
3251,Yes,Yes,Don't know,Yes,,34.0,Male,White
3252,Yes,No,Yes,Yes,,33.0,Male,White
3253,Yes,Don't know,No,Yes,,32.0,Male,White
3254,Yes,Yes,No,Yes,,27.0,Female,Asian
3255,Yes,No,Yes,Yes,,23.0,Female,White
3256,Don't know,Don't know,Yes,Yes,,30.0,Male,
3257,Yes,Don't know,Yes,Yes,,24.0,Male,White
3258,Yes,Yes,Yes,Yes,,34.0,Female,White
3259,Yes,Yes,Don't know,Yes,,32.0,Male,White
3260,Don't know,No,Yes,No,,41.0,Female,White
3261,Yes,No,Yes,No,,37.0,Male,White
3262,Don't know,Don't know,Don't know,Don't know,,27.0,Male,
3263,Don't know,Don't know,No,No,,26.0,Male,White
3264,Don't know,Don't know,Don't know,Yes,,24.0,Male,White
3265,Yes,No,Yes,Yes,,44.0,Male,White
3266,Don't know,No,No,No,,40.0,Male,
3267,Don't know,Don't know,No,Don't know,,42.0,Male,White
3268,Yes,Yes,Yes,Yes,,27.0,Others,White
3269,Don't know,No,Don't know,No,,40.0,Male,
3270,Yes,Yes,Yes,Yes,,38.0,Others,White
3271,Yes,Yes,Yes,Yes,,34.0,Male,White
3272,Yes,No,Yes,Yes,,27.0,Female,White
3273,Yes,Don't know,Don't know,No,,34.0,Male,White
3274,No,No,No,No,,26.0,Male,White
3275,Don't know,Don't know,Yes,Don't know,,33.0,Female,White
3276,Yes,Yes,Yes,Yes,,39.0,Male,White
3277,No,Yes,Yes,No,,33.0,Others,
3278,Yes,No,Yes,No,,37.0,Female,White
3279,Don't know,Don't know,No,No,,30.0,Male,White
3280,No,No,No,No,,22.0,Male,
3281,Don't know,Don't know,Yes,Don't know,,29.0,Male,Black or African American
3282,Don't know,Don't know,No,No,,51.0,Female,
3283,Yes,Don't know,Yes,No,,24.0,Male,White
3284,Yes,Yes,Yes,Yes,,37.0,Male,White
3285,Yes,Yes,No,Yes,,46.0,Male,White
3286,Don't know,Don't know,Don't know,Don't know,,43.0,Male,
3287,Yes,No,Yes,No,,50.0,Male,White
3288,Yes,Yes,Yes,Yes,,30.0,Male,White
3289,Don't know,No,No,No,,27.0,Male,White
3290,Don't know,Don't know,Don't know,Don't know,,31.0,Male,
3291,Yes,Don't know,Yes,No,,32.0,Male,White
3292,Yes,No,Yes,No,,34.0,Male,White
3293,Don't know,Don't know,Don't know,Don't know,,49.0,Male,White
3294,Don't know,Don't know,Don't know,Don't know,,37.0,Male,
3295,Yes,Yes,Yes,Yes,,35.0,Female,White
3296,Don't know,No,Yes,Yes,,33.0,Others,
3297,No,No,No,Yes,,32.0,Male,
3298,Yes,Yes,No,No,,31.0,Male,White
3299,Yes,No,Yes,Yes,,33.0,Male,White
3300,Yes,No,Yes,No,,40.0,Female,White
3301,Yes,Yes,No,Yes,,40.0,Male,White
3302,Don't know,Don't know,No,Don't know,,56.0,Male,White
3303,Yes,No,Yes,No,,28.0,Others,White
3304,Don't know,No,No,No,,25.0,Male,White
3305,Yes,Yes,Yes,No,,48.0,Male,White
3306,Yes,Yes,Yes,Yes,,43.0,Female,White
3307,Yes,No,No,No,,29.0,Male,White
3308,Don't know,Yes,Yes,No,,36.0,Others,White
3309,Yes,Don't know,Yes,No,,34.0,Male,White
3310,Don't know,Don't know,Don't know,Yes,,31.0,Female,White
3311,Yes,No,No,No,,33.0,Male,
3312,Yes,Yes,Don't know,No,,49.0,Male,White
3313,Don't know,Don't know,Don't know,Don't know,,38.0,Male,
3314,No,No,No,No,,30.0,Female,
3315,Don't know,Don't know,Yes,Don't know,,36.0,Male,
3316,Yes,Yes,Yes,No,,32.0,Female,White
3317,Don't know,Don't know,Don't know,Don't know,,36.0,Male,White
3318,Yes,No,Yes,No,,40.0,Female,White
3319,No,No,No,Yes,,28.0,Male,
3320,No,Don't know,Don't know,No,,21.0,Female,
3321,Yes,Yes,Yes,Yes,,46.0,Male,White
3322,Don't know,No,Yes,No,,20.0,Male,
3323,Yes,Yes,Yes,Yes,,30.0,Male,White
3324,Don't know,Don't know,No,No,,44.0,Female,White
3325,Don't know,Don't know,Yes,Don't know,,34.0,Male,
3326,Don't know,Don't know,Yes,Don't know,,38.0,Others,White
3327,Don't know,No,Yes,No,,35.0,Male,White
3328,Don't know,Don't know,Don't know,Don't know,,45.0,Female,White
3329,Don't know,No,Yes,Yes,,35.0,Male,
3330,Yes,No,No,Yes,,30.0,Male,White
3331,Don't know,Don't know,No,Yes,,22.0,Female,Asian
3332,Don't know,Don't know,No,Don't know,,33.0,Male,White
3333,Don't know,Don't know,Don't know,Don't know,,30.0,Male,
3334,Yes,Yes,No,Yes,,41.0,Male,White
3335,Don't know,Don't know,No,Yes,,32.0,Male,White
3336,Yes,Don't know,No,Yes,,48.0,Male,White
3337,Yes,No,No,No,,32.0,Male,
3338,Don't know,Don't know,Don't know,No,,30.0,Male,White
3339,Yes,No,Yes,Yes,,45.0,Female,White
3340,Don't know,Don't know,Yes,Don't know,,31.0,Female,White
3341,No,No,Don't know,No,,32.0,Others,
3342,Don't know,No,Yes,Yes,,30.0,Male,White
3343,Yes,No,Yes,No,,32.0,Male,White
3344,Yes,No,Yes,Yes,,37.0,Female,White
3345,Don't know,Don't know,Don't know,Don't know,,30.0,Male,White
3346,Don't know,Don't know,Yes,Don't know,,31.0,Others,
3347,Yes,No,No,No,,30.0,Male,White
3348,No,No,Don't know,No,,35.0,Female,
3349,Yes,Don't know,No,Yes,,37.0,Male,White
3350,No,No,Don't know,Yes,,26.0,Male,
3351,Yes,No,Don't know,Yes,,50.0,Male,White
3352,Don't know,No,Don't know,No,,32.0,Male,White
3353,Don't know,Yes,No,No,,32.0,Male,White
3354,Don't know,No,No,No,,23.0,Male,White
3355,Don't know,Yes,Don't know,Yes,,40.0,Female,Others
3356,Don't know,Don't know,No,No,,36.0,Male,White
3357,Don't know,No,Yes,Yes,,24.0,Female,White
3358,Yes,Don't know,No,Yes,,29.0,Female,White
3359,Yes,Don't know,No,No,,28.0,Male,White
3360,No,Don't know,No,Yes,,51.0,Male,White
3361,Don't know,Don't know,No,Yes,,36.0,Male,White
3362,Yes,Yes,No,No,,40.0,Male,White
3363,Yes,Yes,Don't know,No,,39.0,Male,
3364,Don't know,Don't know,No,Yes,,32.0,Female,
3365,No,No,Don't know,No,,45.0,Male,White
3366,Don't know,Don't know,No,No,,39.0,Male,White
3367,Don't know,Don't know,Yes,Don't know,,33.0,Male,White
3368,Yes,Yes,Yes,No,,46.0,Male,White
3369,Don't know,Don't know,Don't know,No,,34.0,Male,White
3370,Don't know,No,No,No,,30.0,Male,
3371,Don't know,No,Yes,No,,31.0,Male,White
3372,Yes,No,Yes,No,,28.0,Male,White
3373,Don't know,Don't know,Don't know,Don't know,,31.0,Male,
3374,Yes,No,Don't know,Yes,,32.0,Male,
3375,Don't know,Don't know,Don't know,No,,39.0,Male,White
3376,Yes,Yes,No,Yes,,45.0,Female,White
3377,Don't know,Don't know,Don't know,Don't know,,26.0,Male,White
3378,Yes,Yes,Don't know,Yes,,36.0,Female,White
3379,Yes,No,Yes,Yes,,26.0,Male,White
3380,Don't know,No,Don't know,Yes,,55.0,Female,White
3381,Don't know,Don't know,Yes,Don't know,,32.0,Female,
3382,Yes,No,Don't know,Yes,,40.0,Others,White
3383,Don't know,No,Yes,Yes,,27.0,Female,White
3384,Yes,Yes,Yes,No,,45.0,Female,White
3385,No,No,Yes,Yes,,34.0,Female,White
3386,Don't know,No,No,Yes,,31.0,Male,White
3387,Don't know,Don't know,Yes,Don't know,,29.0,Female,
3388,Don't know,Don't know,Don't know,Don't know,,31.0,Male,
3389,Yes,Don't know,Don't know,No,,40.0,Male,White
3390,Yes,No,No,No,,41.0,Male,White
3391,Don't know,Don't know,No,No,,39.0,Male,White
3392,Yes,Don't know,No,No,,39.0,Male,White
3393,Don't know,Don't know,Yes,Don't know,,35.0,Female,White
3394,Don't know,Don't know,No,No,,37.0,Male,White
3395,Yes,No,No,Yes,,32.0,Male,
3396,Don't know,Don't know,No,No,,24.0,Male,
3397,Don't know,Don't know,No,No,,40.0,Female,
3398,Yes,No,Yes,Yes,,25.0,Male,White
3399,Yes,Yes,No,Yes,,49.0,Male,
3400,Don't know,No,Yes,No,,28.0,Male,White
3401,Don't know,Don't know,Don't know,Yes,,22.0,Male,White
3402,Yes,Yes,No,No,,41.0,Male,Others
3403,No,Don't know,Don't know,No,,36.0,Male,White
3404,Don't know,Don't know,No,No,,32.0,Male,White
3405,Don't know,No,Yes,Yes,,23.0,Male,White
3406,Yes,Don't know,Yes,Yes,,53.0,Male,White
3407,Yes,No,Yes,Yes,,34.0,Male,White
3408,No,No,Don't know,Yes,,30.0,Male,White
3409,Don't know,Don't know,Yes,Don't know,,23.0,Male,White
3410,Don't know,Don't know,Yes,No,,30.0,Male,White
3411,Yes,Yes,Yes,No,,22.0,Female,Others
3412,Don't know,No,Yes,No,,27.0,Female,White
3413,Don't know,Don't know,No,Don't know,,47.0,Others,
3414,Yes,No,Yes,Yes,,33.0,Female,White
3415,Yes,Yes,No,Yes,,28.0,Male,White
3416,Yes,Don't know,Don't know,Yes,,36.0,Male,White
3417,Don't know,Don't know,Don't know,Yes,,25.0,Female,White
3418,Don't know,No,Don't know,No,,30.0,Female,White
3419,Yes,Yes,No,No,,39.0,Male,White
3420,Yes,No,Don't know,Yes,,31.0,Others,White
3421,Yes,Yes,Don't know,No,,48.0,Male,White
3422,Don't know,Don't know,No,No,,43.0,Male,White
3423,Yes,No,Don't know,No,,35.0,Male,White
3424,Yes,No,Don't know,No,,31.0,Female,White
3425,No,No,No,Yes,,28.0,Male,
3426,Don't know,Don't know,No,No,,27.0,Male,White
3427,Don't know,Don't know,No,No,,28.0,Male,White
3428,Yes,Yes,Don't know,Yes,,43.0,Female,White
3429,Yes,No,Yes,No,,31.0,Female,White
3430,Yes,Don't know,No,Yes,,37.0,Male,White
3431,Yes,No,Yes,Yes,,36.0,Male,White
3432,Yes,Yes,Yes,Yes,,42.0,Female,White
3433,Yes,Yes,No,Yes,,29.0,Female,Others
3434,Yes,Yes,Yes,No,,41.0,Female,White
3435,Don't know,Don't know,No,Don't know,,37.0,Male,White
3436,Yes,Don't know,No,No,,53.0,Male,White
3437,Don't know,Don't know,Don't know,Don't know,,43.0,Male,White
3438,Don't know,Don't know,Don't know,No,,44.0,Male,White
3439,Yes,Yes,No,No,,37.0,Female,Others
3440,Yes,Don't know,Yes,No,,57.0,Female,White
3441,Yes,Yes,No,Yes,,47.0,Male,White
3442,Yes,Yes,No,Yes,,34.0,Male,White
3443,Yes,No,Yes,Yes,,29.0,Male,White
3444,Don't know,No,Don't know,Don't know,,38.0,Male,White
3445,Don't know,Don't know,No,Yes,,41.0,Male,
3446,Yes,No,Yes,Yes,,40.0,Male,White
3448,Yes,No,Don't know,No,,30.0,Male,White
3450,Yes,Yes,Don't know,Yes,,57.0,Female,
3451,Yes,Don't know,Yes,No,,29.0,Male,White
3452,Yes,No,No,Yes,,46.0,Male,White
3453,No,No,No,Yes,,34.0,Male,
3454,Yes,Yes,Yes,Yes,,29.0,Others,White
3455,Yes,Don't know,No,Yes,,55.0,Male,White
3456,Yes,No,Yes,No,,29.0,Others,
3457,Don't know,No,Yes,No,,35.0,Male,
3458,Don't know,No,Don't know,No,,33.0,Male,
3459,Yes,Yes,Don't know,Yes,,37.0,Male,White
3460,Yes,Yes,Yes,Yes,,45.0,Male,White
3461,No,No,Yes,No,,31.0,Male,
3462,Don't know,Don't know,No,Don't know,,38.0,Female,
3463,Don't know,Don't know,Don't know,Yes,,26.0,Male,
3464,No,No,Don't know,Yes,,27.0,Female,
3465,Yes,No,Yes,No,,35.0,Male,
3466,Yes,Yes,Yes,No,,47.0,Male,White
3467,Yes,Don't know,Yes,Yes,,37.0,Male,Others
3468,No,No,Don't know,No,,32.0,Male,
3469,Don't know,Don't know,Yes,Don't know,,46.0,Male,
3470,Yes,Don't know,Yes,Yes,,37.0,Male,White
3471,Yes,Yes,Yes,No,,36.0,Male,White
3472,Don't know,Don't know,No,Don't know,,29.0,Male,
3473,Yes,No,Don't know,Yes,,45.0,Male,Others
3474,Don't know,Don't know,No,No,,30.0,Male,White
3475,No,No,No,Yes,,46.0,Male,
3476,No,No,No,No,,29.0,Male,
3477,Don't know,No,Don't know,Yes,,26.0,Male,
3478,Don't know,Don't know,Yes,Don't know,,26.0,Male,White
3479,Don't know,Don't know,Yes,No,,44.0,Male,
3480,Yes,Don't know,Don't know,No,,32.0,Male,White
3481,Don't know,No,Don't know,No,,34.0,Male,
3482,Yes,Yes,Don't know,Yes,,19.0,Male,
3483,Don't know,Don't know,Yes,Yes,,38.0,Male,
3484,Don't know,No,Yes,No,,61.0,Male,White
3485,Yes,Don't know,No,No,,44.0,Male,White
3486,Don't know,Don't know,Yes,Don't know,,32.0,Female,White
3487,Yes,Yes,No,No,,31.0,Male,
3488,Yes,Yes,Don't know,Don't know,,30.0,Female,White
3489,Don't know,Don't know,Don't know,Don't know,,52.0,Male,
3490,Don't know,No,Yes,No,,44.0,Male,Others
3491,Don't know,No,Yes,No,,39.0,Male,White
3492,Don't know,Don't know,Don't know,Don't know,,36.0,Male,
3493,Don't know,Don't know,Don't know,Don't know,,30.0,Others,
3494,Don't know,No,Don't know,No,,39.0,Male,White
3495,Yes,Yes,Yes,Yes,,33.0,Male,White
3496,Don't know,Don't know,No,Don't know,,37.0,Male,
3497,No,No,Don't know,No,,34.0,Male,
3498,No,Yes,Don't know,No,,28.0,Male,
3499,No,No,Yes,No,,43.0,Female,
3500,Don't know,No,No,Yes,,42.0,Male,White
3501,Yes,Yes,Yes,Yes,,35.0,Male,Others
3502,Yes,Yes,No,No,,28.0,Female,White
3503,Yes,Don't know,Yes,Yes,,37.0,Male,White
3504,Don't know,No,Yes,No,,35.0,Female,
3505,Don't know,Don't know,No,Yes,,31.0,Male,
3506,Don't know,Don't know,Don't know,Don't know,,24.0,Male,
3507,Yes,No,No,No,,27.0,Female,Asian
3508,Yes,Yes,No,Yes,,36.0,Male,White
3509,Don't know,Don't know,No,Yes,,33.0,Male,White
3510,Don't know,Don't know,Yes,Don't know,,26.0,Male,Others
3511,Yes,Yes,No,Yes,,26.0,Male,White
3512,Don't know,No,Yes,No,,24.0,Male,Asian
3513,Yes,Yes,Yes,No,,34.0,Male,White
3514,Yes,No,Don't know,No,,25.0,Male,
3515,Don't know,No,Yes,No,,19.0,Female,Asian
3516,Yes,Don't know,No,Yes,,28.0,Male,Asian
3517,Yes,No,Yes,No,,26.0,Male,White
3518,No,No,Yes,Yes,,32.0,Male,
3519,Don't know,No,Yes,Yes,,23.0,Male,White
3520,Yes,Yes,No,No,,46.0,Male,White
3521,Don't know,No,Don't know,No,,28.0,Male,White
3522,Don't know,Don't know,Yes,Don't know,,38.0,Male,
3523,Don't know,No,Yes,No,,30.0,Female,White
3524,Don't know,No,No,Yes,,26.0,Male,
3525,Yes,No,No,Yes,,37.0,Female,
3526,Yes,Yes,Yes,Yes,,35.0,Male,White
3527,Yes,Yes,Yes,No,,26.0,Female,Others
3528,Yes,Yes,No,No,,29.0,Female,
3529,Yes,Yes,Yes,No,,57.0,Male,White
3530,Yes,Yes,No,Yes,,38.0,Male,White
3531,Yes,Yes,Yes,Yes,,20.0,Female,
3532,Don't know,No,Don't know,Yes,,41.0,Male,White
3533,Yes,No,Don't know,No,,43.0,Male,White
3534,Yes,Yes,Yes,No,,35.0,Male,White
3535,Don't know,No,Don't know,Yes,,40.0,Female,White
3536,Don't know,Don't know,Don't know,Yes,,28.0,Male,
3537,Yes,Yes,Yes,Yes,,42.0,Male,White
3538,Yes,Yes,No,No,,39.0,Male,White
3539,Yes,Yes,Yes,Yes,,28.0,Male,White
3540,No,Don't know,No,No,,22.0,Male,
3541,Yes,Yes,No,Yes,,29.0,Female,White
3542,Don't know,Don't know,Yes,Don't know,,45.0,Male,White
3543,No,No,No,No,,27.0,Female,
3544,Don't know,No,No,Yes,,32.0,Female,
3545,Yes,Don't know,Yes,No,,28.0,Male,White
3546,Yes,Yes,Yes,Yes,,31.0,Male,White
3547,Don't know,Don't know,Yes,Don't know,,28.0,Male,
3548,No,No,No,No,,24.0,Female,
3549,Yes,Yes,Don't know,No,,27.0,Female,Black or African American
3550,Yes,Yes,No,Yes,,36.0,Female,
3551,No,No,Yes,No,,37.0,Male,White
3552,Don't know,Don't know,No,Don't know,,27.0,Female,
3553,Yes,Don't know,No,Yes,,53.0,Female,White
3554,Don't know,No,No,No,,32.0,Male,
3555,Don't know,No,Yes,Yes,,25.0,Female,Others
3556,Don't know,Don't know,Yes,Yes,,29.0,Female,White
3557,Yes,Yes,No,No,,47.0,Male,White
3558,Don't know,Don't know,No,Don't know,,36.0,Male,White
3559,Yes,Don't know,Don't know,Yes,,61.0,Male,White
3560,Yes,Don't know,Don't know,No,,28.0,Male,White
3561,Yes,No,Don't know,Yes,,31.0,Male,White
3562,No,No,No,Yes,,35.0,Male,
3563,Don't know,Don't know,Yes,No,,40.0,Male,White
3564,Don't know,Don't know,No,Don't know,,32.0,Male,White
3565,Yes,Don't know,No,Yes,,41.0,Male,White
3566,Yes,Yes,Yes,No,,34.0,Male,White
3567,Don't know,No,Yes,Yes,,31.0,Female,White
3568,Yes,Don't know,Yes,Yes,,35.0,Female,Black or African American
3569,Yes,Yes,Don't know,Yes,,27.0,Female,Black or African American
3570,Yes,Yes,No,Yes,,42.0,Female,White
3571,Don't know,Don't know,No,Don't know,,67.0,Female,White
3572,Yes,No,Yes,No,,56.0,Male,White
3573,Yes,No,Yes,No,,27.0,Female,Black or African American
3574,Yes,Don't know,Don't know,Yes,,37.0,Female,
3575,Don't know,Don't know,Don't know,Don't know,,40.0,Male,
3576,Yes,Yes,Yes,Yes,,30.0,Female,
3577,Yes,Don't know,Don't know,Yes,,39.0,Male,White
3578,Don't know,No,Yes,No,,30.0,Female,White
3579,Don't know,Don't know,No,Yes,,31.0,Male,
3580,Don't know,Don't know,Yes,Don't know,,36.0,Male,
3581,Yes,No,No,No,,46.0,Male,
3582,Yes,Yes,Yes,No,,45.0,Female,White
3583,Don't know,Don't know,Don't know,Don't know,,25.0,Male,
3584,Don't know,No,Yes,No,,38.0,Female,Others
3585,Yes,Don't know,No,No,,41.0,Male,White
3586,Yes,Yes,Yes,Yes,,37.0,Male,White
3587,Don't know,No,No,Yes,,33.0,Female,Others
3588,Yes,Yes,Yes,Yes,,28.0,Others,White
3589,Don't know,Don't know,Yes,Don't know,,34.0,Female,White
3590,Yes,No,Yes,Yes,,29.0,Female,
3591,Yes,No,Yes,Yes,,28.0,Female,White
